ID,Q1_SSC_GPA,Q2_Secondary_School_Name,EIIN,Q3_School_Location,A1_Gender,A2_Home_Location,A3_Group_Type,A4_Medium_of_Education,B1_Monthly_Family_Income,B2_Father_Education,B3_Mother_Education,B4_Father_Occupation,B5_Received_Stipend,B6_Quiet_Study_Place_At_Home,C1_Class_Attendance_Rate,C2_Daily_Self_Study_Hours,C3_Repeated_Any_Class,C4_Regular_Homework_Completion,D1_Private_Tutor_At_Home,D2_Attended_Coaching_Center,D3_Used_Suggestion_Or_Guide_Books,D4_Extra_Classes_At_School,E0_Owned_Smartphone,E1_Internet_Access,E2_Daily_Internet_Usage_Hours,E3_Social_Media_Account,E4_Primary_Purpose_of_Internet,F1_School_Lab_Facility,F2_School_Library_Facility,F3_Departmental_Teacher_Count,F4_Class_Student_Count,G1_Understand_Difficult_Subjects,G2_Confidence_In_Core_Concepts,G3_Master_School_Skills,G4_Perform_Better_Than_Peers,G5_Confidence_In_Exam_Questions,G6_Nervous_Forget_Concepts,G7_Anxious_Insomnia_Before_Exam,G8_Anxious_Under_Pressure_Despite_Studying,G9_Peaceful_During_Exam,G10_Parents_Encouraged_Hard_Work,G11_Family_Interested_In_Progress,G12_Parents_Provided_Study_Materials,G13_Family_Discussed_School_Progress,Appeared,Passed,Pass rate,GPA_5,GPA_%,Appeared_numeric,Passed_numeric,Pass rate_numeric,GPA_%_numeric,Calculated_pass_rate,Pass_rate_difference,Calculated_GPA5_percentage,Calculated_pass_rate_check,Pass_rate_difference_check,G1_Understand_Difficult_Subjects_score,G2_Confidence_In_Core_Concepts_score,G3_Master_School_Skills_score,G4_Perform_Better_Than_Peers_score,G5_Confidence_In_Exam_Questions_score,G6_Nervous_Forget_Concepts_score,G7_Anxious_Insomnia_Before_Exam_score,G8_Anxious_Under_Pressure_Despite_Studying_score,G9_Peaceful_During_Exam_score,G10_Parents_Encouraged_Hard_Work_score,G11_Family_Interested_In_Progress_score,G12_Parents_Provided_Study_Materials_score,G13_Family_Discussed_School_Progress_score,G9_Peaceful_During_Exam_reverse,Academic_Self_Efficacy_Score,Exam_Anxiety_Score,Family_Academic_Support_Score,Target_numeric
417,3.00 - 4.49,Protiva Junior School,135100,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,Below 15000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Very Low / Rarely,Yes,No,Yes,Yes,Yes,Yes,More than 4 Hours,No,Both Equally,Not Available,Available,5,50,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,268,172,64%,10,5%,268.0,172.0,64.0,5.0,64.17910447761194,-0.17910447761194348,5.813953488372093,64.17910447761194,-0.17910447761194348,1,4,1,4,4,5,1,1,4,1,5,5,4,2,2.8,2.25,3.75,1
418,4.50 - 5.00,Protiva Junior School,135100,Town/City (Urban),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,No Institutional Education,Primary,Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,No,No,Yes,Yes,Yes,Yes,Less than 2 Hours,No,Studying / Educational Content,Not Available,Available,5,50,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Disagree,Disagree,268,172,64%,10,5%,268.0,172.0,64.0,5.0,64.17910447761194,-0.17910447761194348,5.813953488372093,64.17910447761194,-0.17910447761194348,4,4,4,2,4,2,1,1,4,3,4,2,2,2,3.6,1.5,2.75,2
419,4.50 - 5.00,Protiva Junior School,135100,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,Yes,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,Yes,No,Yes,Less than 2 Hours,No,Studying / Educational Content,Not Available,Available,5,50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,268,172,64%,10,5%,268.0,172.0,64.0,5.0,64.17910447761194,-0.17910447761194348,5.813953488372093,64.17910447761194,-0.17910447761194348,5,5,5,5,5,4,4,4,4,4,4,4,4,2,5.0,3.5,4.0,2
420,4.50 - 5.00,Chittagong Bangladesh Noubahini School & College,104264,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,No,75% or Above,More than 4 Hours,No,Always,No,Yes,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Available,Available,8,70,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,542,534,99%,278,52%,542.0,534.0,99.0,52.0,98.5239852398524,0.47601476014760635,52.05992509363296,98.5239852398524,0.47601476014760635,5,5,4,3,5,4,1,2,5,5,4,4,4,1,4.4,2.0,4.25,2
421,3.00 - 4.49,Chittagong Bangladesh Noubahini School & College,104264,Town/City (Urban),Female,Rural Area,Arts (Humanities),Bangla Medium,Below 15000 TK,Primary,Primary,Agriculture,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,No,No,Never_Use,No,Never_USe,Available,Available,3,26,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,542,534,99%,278,52%,542.0,534.0,99.0,52.0,98.5239852398524,0.47601476014760635,52.05992509363296,98.5239852398524,0.47601476014760635,4,4,5,5,4,2,4,2,5,5,5,5,4,1,4.4,2.25,4.75,1
422,4.50 - 5.00,Bindu Basini Govt. Boys' High School,114680,Town/City (Urban),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,No,No,Yes,No,No,Yes,Less than 2 Hours,Yes,Social Media / Entertainment,Available,Available,6,60,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,356,350,98%,250,70%,356.0,350.0,98.0,70.0,98.31460674157303,-0.31460674157303004,71.42857142857143,98.31460674157303,-0.31460674157303004,5,5,5,4,4,1,2,1,5,4,4,4,4,1,4.6,1.25,4.0,2
423,3.00 - 4.49,Shekh Badha Fulbari High Schoo,126006,Village (Rural),Male,Rural Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,75% or Above,2 - 4 Hours,No,Sometimes,No,Yes,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Not Available,3,35,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,55,39,71%,1,2%,55.0,39.0,71.0,2.0,70.9090909090909,0.09090909090909349,2.564102564102564,70.9090909090909,0.09090909090909349,3,3,3,3,3,3,3,3,4,4,4,4,3,2,3.0,2.75,3.75,1
424,4.50 - 5.00,Jobed Ali Sarkar High School,109066,Village (Rural),Male,Rural Area,Science,Bangla Medium,Below 15000 TK,No Institutional Education,Secondary (SSC or Below),Unemployed,No,Yes,75% or Above,More than 4 Hours,No,Always,No,No,Yes,Yes,No,Yes,Less than 2 Hours,No,Studying / Educational Content,Not Available,Not Available,2,22,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,167,118,71%,8,6%,167.0,118.0,71.0,6.0,70.65868263473054,0.341317365269461,6.779661016949152,70.65868263473054,0.341317365269461,5,5,5,5,5,2,2,2,5,5,5,5,5,1,5.0,1.75,5.0,2
425,4.50 - 5.00,Nayan Khan Memorial High School,114350,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Available,Available,5,50,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,159,143,90%,18,12%,159.0,143.0,90.0,12.0,89.937106918239,0.06289308176100405,12.587412587412588,89.937106918239,0.06289308176100405,5,5,5,4,4,1,1,4,5,1,1,1,1,1,4.6,1.75,1.0,2
426,4.50 - 5.00,Khalpar Polli Mongal High School,101092,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Higher Secondary (HSC) or Above,Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,No,Yes,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Not Available,5,55,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,64,54,84%,2,4%,64.0,54.0,84.0,4.0,84.375,-0.375,3.7037037037037033,84.375,-0.375,5,4,4,5,3,3,2,3,4,4,4,5,4,2,4.2,2.5,4.25,2
427,4.50 - 5.00,Genuine Residential College,136275,Town/City (Urban),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,No Institutional Education,No Institutional Education,Business / Self-employed,No,No,75% or Above,More than 4 Hours,No,Always,No,Yes,Yes,No,No,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Not Available,5,53,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,134,102,76%,7,6%,134.0,102.0,76.0,6.0,76.11940298507463,-0.11940298507462899,6.862745098039216,76.11940298507463,-0.11940298507462899,5,4,4,4,4,1,1,1,5,4,5,4,3,1,4.2,1.0,4.0,2
428,4.50 - 5.00,Hatimara Winners Public School,105886,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,Yes,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Available,Available,5,45,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,95,74,78%,14,16%,95.0,74.0,78.0,16.0,77.89473684210526,0.10526315789473983,18.91891891891892,77.89473684210526,0.10526315789473983,4,4,4,4,4,4,3,2,4,4,4,4,4,2,4.0,2.75,4.0,2
429,3.00 - 4.49,Rafiqul Islam International School & College,137075,Town/City (Urban),Male,Rural Area,Commerce,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Others,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Available,Available,3,68,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,203,183,90%,30,16%,203.0,183.0,90.0,16.0,90.14778325123153,-0.14778325123153024,16.39344262295082,90.14778325123153,-0.14778325123153024,5,4,4,4,4,4,2,2,4,4,4,4,4,2,4.2,2.5,4.0,1
430,3.00 - 4.49,Rose Garden Model School.,138453,Town/City (Urban),Female,Urban Area,Commerce,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Not Available,3,60,Strongly Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Neutral,124,95,77%,3,3%,124.0,95.0,77.0,3.0,76.61290322580645,0.3870967741935516,3.1578947368421053,76.61290322580645,0.3870967741935516,5,4,3,3,4,2,2,2,4,4,5,4,3,2,3.8,2.0,4.0,1
431,3.00 - 4.49,Baghia High School,108942,Town/City (Urban),Male,Urban Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,No,Yes,2 - 4 Hours,Yes,Both Equally,Available,Available,2,50,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,183,153,84%,17,10%,183.0,153.0,84.0,10.0,83.60655737704919,0.3934426229508148,11.11111111111111,83.60655737704919,0.3934426229508148,4,4,3,4,3,2,4,4,2,4,4,4,4,4,3.6,3.5,4.0,1
432,3.00 - 4.49,Gorai High School,114490,Village (Rural),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Higher Secondary (HSC) or Above,Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,No,Yes,No,Yes,Yes,2 - 4 Hours,Yes,Studying / Educational Content,Not Available,Not Available,6,60,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,136,110,81%,5,4%,136.0,110.0,81.0,4.0,80.88235294117648,0.11764705882352189,4.545454545454546,80.88235294117648,0.11764705882352189,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4.0,3.0,4.0,1
433,4.50 - 5.00,Gobindaganj BM Girls High School.,121194,Village (Rural),Female,Rural Area,Science,Bangla Medium,Above 40000 TK,No Institutional Education,Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,No,Yes,Yes,No,No,No,Never_Use,No,Never_USe,Available,Not Available,3,35,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,248,217,88%,49,23%,248.0,217.0,88.0,23.0,87.5,0.5,22.58064516129032,87.5,0.5,4,4,3,4,4,3,2,2,4,5,5,5,5,2,3.8,2.25,5.0,2
434,4.50 - 5.00,Melandah Sadr Islamia Senior Fazil Madrasah,110123,Village (Rural),Male,Rural Area,Science,Madrasah / Dakhil,15000 - 40000 TK,Higher Secondary (HSC) or Above,Higher Secondary (HSC) or Above,Job (Government or Private),No,Yes,75% or Above,More than 4 Hours,No,Always,No,No,Yes,No,No,No,Never_Use,Yes,Never_USe,Not Available,Available,4,75,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Agree,Strongly Disagree,63,53,84%,6,10%,63.0,53.0,84.0,10.0,84.12698412698413,-0.12698412698412653,11.320754716981133,84.12698412698413,-0.12698412698412653,4,4,5,5,5,3,3,3,5,2,3,4,1,1,4.6,2.5,2.5,2
435,3.00 - 4.49,Melandah Sadr Islamia Senior Fazil Madrasah,110123,Village (Rural),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,Less than 2 Hours,No,Always,Yes,No,Yes,Yes,Yes,No,Never_Use,No,Never_USe,Not Available,Available,4,60,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,63,53,84%,6,10%,63.0,53.0,84.0,10.0,84.12698412698413,-0.12698412698412653,11.320754716981133,84.12698412698413,-0.12698412698412653,4,4,4,4,4,4,3,4,4,4,4,4,3,2,4.0,3.25,3.75,1
436,3.00 - 4.49,Melandah Sadr Islamia Senior Fazil Madrasah,110123,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Primary,No Institutional Education,Job (Government or Private),No,No,60% - 75%,Less than 2 Hours,No,Sometimes,No,Yes,No,No,Yes,Yes,More than 4 Hours,Yes,Social Media / Entertainment,Not Available,Available,4,75,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,63,53,84%,6,10%,63.0,53.0,84.0,10.0,84.12698412698413,-0.12698412698412653,11.320754716981133,84.12698412698413,-0.12698412698412653,4,4,4,3,4,2,2,5,4,5,5,5,5,2,3.8,2.75,5.0,1
437,3.00 - 4.49,(Ratanpur Hajee Anower Uddin High School,109065,Town/City (Urban),Male,Urban Area,Arts (Humanities),Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,No,Yes,Less than 2 Hours,Yes,Social Media / Entertainment,Not Available,Available,6,50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,94,75,80%,2,3%,94.0,75.0,80.0,3.0,79.7872340425532,0.2127659574468055,2.666666666666667,79.7872340425532,0.2127659574468055,4,4,4,4,4,4,4,4,3,4,4,5,4,3,4.0,3.75,4.25,1
438,3.00 - 4.49,Mouchak Laboratory school,139864,Town/City (Urban),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,Yes,75% or Above,Less than 2 Hours,No,Sometimes,Yes,No,Yes,No,No,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Not Available,3,24,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,98,96,98%,16,17%,98.0,96.0,98.0,17.0,97.95918367346938,0.040816326530617175,16.666666666666664,97.95918367346938,0.040816326530617175,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3.8,3.5,4.0,1
439,4.50 - 5.00,"Uttara Girls' High School & College, Dhaka",107845,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,Yes,No,Yes,Less than 2 Hours,Yes,Both Equally,Available,Not Available,6,100,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,140,132,94%,38,29%,140.0,132.0,94.0,29.0,94.28571428571428,-0.2857142857142776,28.78787878787879,94.28571428571428,-0.2857142857142776,4,4,4,4,4,4,2,2,4,4,4,4,2,2,4.0,2.5,3.5,2
440,3.00 - 4.49,Hatimara Winners Public School.,109028,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Below 15000 TK,No Institutional Education,Primary,Agriculture,No,Yes,Below 60%,Less than 2 Hours,No,Sometimes,Yes,No,Yes,Yes,No,Yes,Less than 2 Hours,No,Studying / Educational Content,Not Available,Not Available,2,40,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,348,276,79%,12,4%,348.0,276.0,79.0,4.0,79.3103448275862,-0.3103448275862064,4.3478260869565215,79.3103448275862,-0.3103448275862064,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4.0,3.5,4.0,1
441,4.50 - 5.00,Bhringaraj Talibabad High School,109076,Village (Rural),Male,Rural Area,Science,Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Agriculture,Yes,No,75% or Above,More than 4 Hours,Yes,Always,No,No,Yes,No,No,No,Never_Use,No,Never_USe,Not Available,Not Available,5,70,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,258,199,77%,10,5%,258.0,199.0,77.0,5.0,77.13178294573643,-0.13178294573643257,5.025125628140704,77.13178294573643,-0.13178294573643257,5,4,4,5,4,2,2,2,4,4,4,4,4,2,4.4,2.0,4.0,2
442,3.00 - 4.49,Mirzapur Govt. S. K. Pilot High School,114466,Town/City (Urban),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Higher Secondary (HSC) or Above,Agriculture,No,No,75% or Above,2 - 4 Hours,No,Sometimes,Yes,No,Yes,No,No,No,Never_Use,No,Never_USe,Not Available,Not Available,6,60,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,309,272,88%,61,22%,309.0,272.0,88.0,22.0,88.02588996763754,-0.025889967637539257,22.426470588235293,88.02588996763754,-0.025889967637539257,4,3,4,5,4,2,4,5,2,4,4,5,4,4,4.0,3.75,4.25,1
443,3.00 - 4.49,Mirzapur Govt. S. K. Pilot High School,114466,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),Yes,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Not Available,6,60,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,309,272,88%,61,22%,309.0,272.0,88.0,22.0,88.02588996763754,-0.025889967637539257,22.426470588235293,88.02588996763754,-0.025889967637539257,4,4,3,3,3,4,4,4,4,4,4,4,3,2,3.4,3.5,3.75,1
444,3.00 - 4.49,ANJANA MODEL HIGH SCHOOL,108396,Town/City (Urban),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Available,Not Available,4,70,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,161,132,82%,6,4%,161.0,132.0,82.0,4.0,81.98757763975155,0.012422360248450559,4.545454545454546,81.98757763975155,0.012422360248450559,1,3,3,1,1,4,4,4,1,4,4,4,3,5,1.8,4.25,3.75,1
445,3.00 - 4.49,Kaliakair pilot girls high school,109070,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,No Institutional Education,Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,Yes,Yes,Less than 2 Hours,Yes,Social Media / Entertainment,Available,Available,6,60,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,59,42,70%,1,4%,59.0,42.0,70.0,4.0,71.1864406779661,-1.1864406779661039,2.380952380952381,71.1864406779661,-1.1864406779661039,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3.0,3.5,3.5,1
446,3.00 - 4.49,Kutubpur High School (Bogura),119683,Village (Rural),Male,Rural Area,Science,Bangla Medium,Below 15000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Agriculture,No,No,Below 60%,Less than 2 Hours,No,Sometimes,No,No,No,No,No,Yes,Less than 2 Hours,No,Social Media / Entertainment,Not Available,Not Available,3,21,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,215,162,75%,8,5%,215.0,162.0,75.0,5.0,75.34883720930232,-0.3488372093023173,4.938271604938271,75.34883720930232,-0.3488372093023173,1,1,1,1,4,2,1,1,1,1,1,1,1,5,1.6,2.25,1.0,1
447,3.00 - 4.49,"Mahera Ananda High School, Tangail",114471,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Primary,Higher Secondary (HSC) or Above,Unemployed,No,Yes,Below 60%,Less than 2 Hours,No,Very Low / Rarely,Yes,Yes,Yes,Yes,No,No,Never_Use,No,Never_USe,Available,Available,4,50,Agree,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,61,48,79%,2,3%,61.0,48.0,79.0,3.0,78.68852459016394,0.3114754098360635,4.166666666666666,78.68852459016394,0.3114754098360635,4,4,4,3,1,4,1,4,4,4,3,3,5,2,3.2,2.75,3.75,1
448,3.00 - 4.49,Golam Nabi Model Pilot High School,109073,Town/City (Urban),Female,Rural Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Primary,Others,No,Yes,60% - 75%,Less than 2 Hours,No,Sometimes,No,Yes,Yes,No,No,No,Never_Use,No,Never_USe,Available,Available,6,55,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,156,104,76%,6,6%,156.0,104.0,76.0,6.0,66.66666666666666,9.333333333333343,5.769230769230769,66.66666666666666,9.333333333333343,4,4,4,3,3,3,2,4,4,4,4,4,4,2,3.6,2.75,4.0,1
449,3.00 - 4.49,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,2 - 4 Hours,No,Sometimes,Yes,Yes,Yes,No,No,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Available,6,90,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4.0,3.25,4.0,1
450,4.50 - 5.00,"Akkel Ali High School, Gazipur",109081,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),Yes,Yes,75% or Above,More than 4 Hours,No,Always,No,No,No,No,No,Yes,2 - 4 Hours,No,Studying / Educational Content,Not Available,Available,3,50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,199,141,71%,6,4%,199.0,141.0,71.0,4.0,70.85427135678391,0.14572864321608847,4.25531914893617,70.85427135678391,0.14572864321608847,5,5,5,5,5,2,2,2,5,5,4,4,4,1,5.0,1.75,4.25,2
451,4.50 - 5.00,Bhringaraj Talibabad High School,109076,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,No,No,Yes,No,Yes,Yes,More than 4 Hours,Yes,Studying / Educational Content,Not Available,Not Available,5,70,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,258,199,77%,10,5%,258.0,199.0,77.0,5.0,77.13178294573643,-0.13178294573643257,5.025125628140704,77.13178294573643,-0.13178294573643257,5,5,5,5,5,2,2,2,2,4,4,5,4,4,5.0,2.5,4.25,2
